Date,Open,High,Low,Close,Adj Close,Volume
2019-06-18,2800.830078,2809.870117,2785.379883,2806.449951,2806.449951,21700
2019-06-19,2872.070068,2879.229980,2842.419922,2842.739990,2842.739990,4116000
2019-06-20,2847.320068,2954.030029,2846.439941,2942.629883,2942.629883,5736000
2019-06-21,2939.649902,2958.229980,2929.899902,2938.770020,2938.770020,4656000
2019-06-24,2942.510010,2958.020020,2931.669922,2949.520020,2949.520020,2901600
2019-06-25,2946.020020,2946.709961,2875.370117,2910.120117,2910.120117,3816600
2019-06-26,2896.760010,2915.239990,2891.000000,2903.489990,2903.489990,2402500
2019-06-27,2917.199951,2952.909912,2914.959961,2937.129883,2937.129883,3347200
2019-06-28,2932.689941,2937.290039,2911.669922,2930.600098,2930.600098,2370900
2019-07-01,2984.649902,3011.909912,2978.750000,3002.939941,3002.939941,4262300
2019-07-02,3000.780029,3003.879883,2988.469971,2999.080078,2999.080078,3462900
2019-07-03,2990.050049,2990.050049,2953.699951,2964.729980,2964.729980,3391900
2019-07-04,2966.330078,2974.800049,2939.969971,2953.270020,2953.270020,3292900
2019-07-05,2952.709961,2967.979980,2937.600098,2961.919922,2961.919922,2384500
2019-07-08,2944.969971,2944.969971,2877.739990,2897.510010,2897.510010,3373300
2019-07-09,2894.330078,2902.139893,2872.030029,2881.550049,2881.550049,2137500
2019-07-10,2896.699951,2897.580078,2870.669922,2878.780029,2878.780029,1891200
2019-07-11,2897.469971,2918.939941,2879.639893,2887.830078,2887.830078,2115700
2019-07-12,2883.090088,2912.899902,2878.199951,2902.129883,2902.129883,2145400
2019-07-15,2885.979980,2920.159912,2850.100098,2902.610107,2902.610107,2819600
2019-07-16,2900.050049,2905.110107,2881.399902,2884.560059,2884.560059,1741200
2019-07-17,2877.489990,2892.340088,2866.469971,2875.030029,2875.030029,1810000
2019-07-18,2869.729980,2872.239990,2859.070068,2859.159912,2859.159912,1954200
2019-07-19,2875.959961,2906.550049,2875.899902,2895.620117,2895.620117,2245100
2019-07-22,2897.790039,2905.350098,2872.530029,2881.899902,2881.899902,2360300
2019-07-23,2885.699951,2889.389893,2871.510010,2881.100098,2881.100098,2044900
2019-07-24,2894.939941,2923.399902,2894.590088,2906.550049,2906.550049,2602000
2019-07-25,2911.010010,2931.179932,2903.310059,2931.179932,2931.179932,2293300
2019-07-26,2918.110107,2943.070068,2918.010010,2939.350098,2939.350098,2352200
2019-07-29,2936.639893,2938.729980,2922.679932,2930.489990,2930.489990,2237200
2019-07-30,2939.139893,2958.300049,2938.899902,2944.030029,2944.030029,2269700
2019-07-31,2931.850098,2932.649902,2906.709961,2912.659912,2912.659912,2388800
2019-08-01,2901.149902,2909.469971,2880.300049,2887.870117,2887.870117,2427200
2019-08-02,2837.370117,2852.120117,2831.659912,2843.770020,2843.770020,2994400
2019-08-05,2823.350098,2828.479980,2785.899902,2786.719971,2786.719971,2835100
2019-08-06,2736.679932,2771.790039,2718.209961,2760.679932,2760.679932,3694200
2019-08-07,2771.239990,2773.939941,2747.250000,2747.250000,2747.250000,2458800
2019-08-08,2771.449951,2790.139893,2768.709961,2786.870117,2786.870117,2940700
2019-08-09,2800.439941,2802.810059,2767.139893,2772.149902,2772.149902,2538100
2019-08-12,2787.439941,2825.090088,2782.770020,2824.800049,2824.800049,2213700
2019-08-13,2807.959961,2812.489990,2787.120117,2792.909912,2792.909912,2146400
2019-08-14,2827.040039,2831.340088,2803.860107,2804.360107,2804.360107,2610800
2019-08-15,2758.739990,2815.149902,2756.379883,2814.389893,2814.389893,2528500
2019-08-16,2817.270020,2846.260010,2805.810059,2824.229980,2824.229980,2414700
2019-08-19,2839.250000,2877.469971,2823.870117,2877.229980,2877.229980,4191100
2019-08-20,2869.159912,2883.550049,2864.709961,2875.649902,2875.649902,2981800
2019-08-21,2868.629883,2875.010010,2864.810059,2869.219971,2869.219971,2163700
2019-08-22,2878.729980,2881.060059,2862.439941,2878.000000,2878.000000,2049300
2019-08-23,2880.570068,2923.929932,2876.020020,2917.379883,2917.379883,2413800
2019-08-26,2869.459961,2882.449951,2854.510010,2863.479980,2863.479980,2643700
2019-08-27,2883.419922,2915.840088,2881.000000,2887.239990,2887.239990,3574100
2019-08-28,2883.350098,2887.850098,2860.709961,2867.030029,2867.030029,2361100
2019-08-29,2867.770020,2871.629883,2843.280029,2855.449951,2855.449951,2238700
2019-08-30,2878.209961,2886.350098,2856.030029,2872.399902,2872.399902,2592300
2019-09-02,2871.290039,2902.409912,2866.750000,2894.959961,2894.959961,2975300
2019-09-03,2897.290039,2900.760010,2878.100098,2892.179932,2892.179932,2590500
2019-09-04,2888.969971,2919.679932,2887.590088,2919.679932,2919.679932,3764700
2019-09-05,2938.139893,2988.209961,2938.139893,2955.840088,2955.840088,5285200
2019-09-06,2974.800049,2981.239990,2955.820068,2981.070068,2981.070068,3146500
2019-09-09,3004.800049,3008.669922,2974.229980,2981.590088,2981.590088,3869600
2019-09-10,2987.510010,2988.060059,2958.310059,2969.800049,2969.800049,3603500
2019-09-11,2978.969971,2980.659912,2946.570068,2957.139893,2957.139893,3519900
2019-09-12,2970.010010,3001.229980,2963.449951,2999.560059,2999.560059,3182400
2019-09-16,3003.649902,3004.879883,2972.580078,2982.449951,2982.449951,3253400
2019-09-17,2974.010010,2974.010010,2929.310059,2937.010010,2937.010010,3072200
2019-09-18,2947.969971,2967.860107,2947.679932,2954.360107,2954.360107,2335400
2019-09-19,2965.030029,2965.110107,2941.659912,2956.830078,2956.830078,2094300
2019-09-20,2964.919922,2970.719971,2956.919922,2963.429932,2963.429932,3023000
2019-09-23,2955.260010,2955.260010,2916.429932,2930.909912,2930.909912,2378300
2019-09-24,2936.949951,2956.290039,2929.600098,2940.080078,2940.080078,2273200
2019-09-25,2930.139893,2942.000000,2923.149902,2928.840088,2928.840088,2252700
2019-09-26,2939.679932,2952.870117,2926.540039,2927.879883,2927.879883,3146700
2019-09-27,2929.320068,2934.330078,2916.070068,2929.469971,2929.469971,2301500
2019-09-30,2917.070068,2933.510010,2897.679932,2897.699951,2897.699951,1923300
2019-10-08,2898.530029,2938.870117,2898.530029,2922.350098,2922.350098,2496100
2019-10-09,2908.169922,2931.639893,2896.260010,2922.979980,2922.979980,2613600
2019-10-10,2917.820068,2944.020020,2910.350098,2940.800049,2940.800049,2199600
2019-10-11,2952.469971,2989.750000,2945.010010,2983.120117,2983.120117,3117700
2019-10-14,3007.360107,3040.500000,2997.659912,3013.530029,3013.530029,4254300
2019-10-15,3018.860107,3019.290039,3005.870117,3015.419922,3015.419922,2544600
2019-10-16,3015.169922,3043.449951,2999.379883,3004.719971,3004.719971,2625600
2019-10-17,3009.689941,3018.649902,2997.840088,3011.750000,3011.750000,1893600
2019-10-18,3020.010010,3027.610107,2961.129883,2963.179932,2963.179932,2463100
2019-10-21,2957.969971,2973.790039,2950.300049,2968.909912,2968.909912,2422400
2019-10-22,2983.840088,2983.840088,2956.899902,2973.219971,2973.219971,2100100
2019-10-23,2969.979980,2977.679932,2945.840088,2954.310059,2954.310059,2263300
2019-10-24,2963.340088,2976.370117,2945.679932,2959.030029,2959.030029,2448300
2019-10-25,2955.510010,2970.540039,2935.060059,2967.050049,2967.050049,2452300
2019-10-28,2967.629883,2984.939941,2962.399902,2981.360107,2981.360107,2849000
2019-10-29,2982.449951,2984.350098,2968.209961,2968.280029,2968.280029,2180300
2019-10-30,2966.760010,2971.899902,2946.969971,2952.120117,2952.120117,2182000
2019-10-31,2964.909912,2966.590088,2948.330078,2954.729980,2954.729980,2627800
2019-11-01,2953.739990,3005.179932,2947.600098,3002.649902,3002.649902,2888000
2019-11-04,3012.939941,3025.639893,3011.199951,3022.270020,3022.270020,3090700
2019-11-05,3024.870117,3065.929932,3015.800049,3039.979980,3039.979980,3836000
