Date,Open,High,Low,Close,Adj Close,Volume
2019-06-18,5.240000,5.280000,5.220000,5.260000,5.142019,55197595
2019-06-19,5.320000,5.330000,5.270000,5.290000,5.171346,109152602
2019-06-20,5.290000,5.380000,5.270000,5.360000,5.239776,162172506
2019-06-21,5.390000,5.440000,5.370000,5.410000,5.288654,113954291
2019-06-24,5.410000,5.420000,5.380000,5.400000,5.278879,56151589
2019-06-25,5.410000,5.410000,5.350000,5.390000,5.269103,73954557
2019-06-26,5.390000,5.470000,5.370000,5.460000,5.337533,96869456
2019-06-27,5.490000,5.510000,5.430000,5.430000,5.308206,99970402
2019-06-28,5.430000,5.470000,5.410000,5.470000,5.347308,58980132
2019-07-01,5.500000,5.510000,5.470000,5.480000,5.357084,81692884
2019-07-02,5.470000,5.480000,5.420000,5.440000,5.317982,85428309
2019-07-03,5.410000,5.420000,5.350000,5.380000,5.259327,86208413
2019-07-04,5.390000,5.450000,5.380000,5.450000,5.327757,77167482
2019-07-05,5.440000,5.440000,5.390000,5.420000,5.298430,62777569
2019-07-08,5.400000,5.400000,5.310000,5.330000,5.210449,74493197
2019-07-09,5.320000,5.330000,5.250000,5.260000,5.142019,80060038
2019-07-10,5.280000,5.280000,5.190000,5.200000,5.083364,87589477
2019-07-11,5.240000,5.250000,5.200000,5.220000,5.102916,97498199
2019-07-12,5.210000,5.260000,5.200000,5.240000,5.122467,62526460
2019-07-15,5.240000,5.270000,5.180000,5.260000,5.142019,65840220
2019-07-16,5.260000,5.320000,5.250000,5.300000,5.181122,62505424
2019-07-17,5.280000,5.300000,5.260000,5.280000,5.161571,43193967
2019-07-18,5.280000,5.290000,5.230000,5.240000,5.122467,40864837
2019-07-19,5.250000,5.310000,5.240000,5.290000,5.171346,55979979
2019-07-22,5.290000,5.300000,5.250000,5.260000,5.142019,54412628
2019-07-23,5.250000,5.290000,5.230000,5.260000,5.142019,54582882
2019-07-24,5.270000,5.320000,5.260000,5.280000,5.161571,54872160
2019-07-25,5.290000,5.310000,5.260000,5.290000,5.171346,49925551
2019-07-26,5.270000,5.310000,5.240000,5.280000,5.161571,60267429
2019-07-29,5.280000,5.280000,5.250000,5.250000,5.132243,59208095
2019-07-30,5.260000,5.290000,5.250000,5.260000,5.142019,35260838
2019-07-31,5.260000,5.270000,5.240000,5.270000,5.151794,39847626
2019-08-01,5.250000,5.270000,5.210000,5.230000,5.112692,61687258
2019-08-02,5.180000,5.180000,5.120000,5.130000,5.014935,105113212
2019-08-05,5.110000,5.120000,5.030000,5.040000,4.926953,80943363
2019-08-06,4.970000,5.010000,4.950000,4.990000,4.878075,106502516
2019-08-07,5.000000,5.020000,4.950000,4.970000,4.858523,66990423
2019-08-08,4.980000,4.990000,4.960000,4.980000,4.868299,59347961
2019-08-09,4.990000,4.990000,4.960000,4.980000,4.868299,53960043
2019-08-12,4.980000,4.990000,4.950000,4.990000,4.878075,59871026
2019-08-13,4.970000,4.970000,4.930000,4.940000,4.829196,52843894
2019-08-14,4.980000,4.990000,4.970000,4.970000,4.858523,43598150
2019-08-15,4.910000,4.970000,4.890000,4.970000,4.858523,43068082
2019-08-16,4.960000,4.980000,4.950000,4.970000,4.858523,46717189
2019-08-19,4.990000,5.040000,4.970000,5.040000,4.926953,66809776
2019-08-20,5.040000,5.070000,5.030000,5.050000,4.936729,61648755
2019-08-21,5.050000,5.050000,5.020000,5.030000,4.917178,29367685
2019-08-22,5.030000,5.040000,4.980000,5.010000,4.897626,49437335
2019-08-23,5.020000,5.030000,5.000000,5.010000,4.897626,33887223
2019-08-26,4.950000,4.980000,4.940000,4.970000,4.858523,58440556
2019-08-27,4.980000,5.030000,4.970000,4.990000,4.878075,75948882
2019-08-28,4.990000,5.010000,4.970000,4.980000,4.868299,42759560
2019-08-29,4.990000,5.000000,4.960000,4.990000,4.878075,45545548
2019-08-30,5.000000,5.030000,4.960000,4.980000,4.868299,51807407
2019-09-02,4.990000,5.030000,4.980000,5.020000,4.907402,66871034
2019-09-03,5.020000,5.030000,4.990000,5.020000,4.907402,59988561
2019-09-04,5.020000,5.090000,5.010000,5.090000,4.975832,97457546
2019-09-05,5.100000,5.170000,5.090000,5.110000,4.995383,96272196
2019-09-06,5.120000,5.160000,5.120000,5.150000,5.034486,71782161
2019-09-09,5.180000,5.210000,5.150000,5.190000,5.073589,91202230
2019-09-10,5.210000,5.220000,5.190000,5.220000,5.102916,67956639
2019-09-11,5.230000,5.270000,5.220000,5.260000,5.142019,90923543
2019-09-12,5.250000,5.260000,5.200000,5.210000,5.093140,80767985
2019-09-16,5.390000,5.410000,5.310000,5.350000,5.230000,270501352
2019-09-17,5.250000,5.250000,5.140000,5.160000,5.160000,109435052
2019-09-18,5.120000,5.120000,5.070000,5.070000,5.070000,80480353
2019-09-19,5.080000,5.100000,5.050000,5.090000,5.090000,45062106
2019-09-20,5.100000,5.110000,5.060000,5.070000,5.070000,69847706
2019-09-23,5.070000,5.070000,5.020000,5.050000,5.050000,56054953
2019-09-24,5.060000,5.070000,5.030000,5.040000,5.040000,48830150
2019-09-25,5.020000,5.030000,5.010000,5.010000,5.010000,47390897
2019-09-26,5.030000,5.030000,4.980000,5.000000,5.000000,60079711
2019-09-27,5.000000,5.000000,4.970000,4.990000,4.990000,45369538
2019-09-30,5.000000,5.040000,4.990000,5.020000,5.020000,49198706
2019-10-08,4.990000,5.020000,4.990000,5.000000,5.000000,43671233
2019-10-09,4.980000,5.020000,4.960000,5.010000,5.010000,41436473
2019-10-10,5.010000,5.010000,4.980000,5.000000,5.000000,37811018
2019-10-11,5.020000,5.090000,5.000000,5.080000,5.080000,74755404
2019-10-14,5.070000,5.110000,5.050000,5.080000,5.080000,66509926
2019-10-15,5.080000,5.080000,5.040000,5.040000,5.040000,36033293
2019-10-16,5.050000,5.070000,5.030000,5.050000,5.050000,42721794
2019-10-17,5.050000,5.060000,5.030000,5.040000,5.040000,25466618
2019-10-18,5.050000,5.050000,4.990000,4.990000,4.990000,42657040
2019-10-21,4.990000,5.000000,4.970000,4.980000,4.980000,50875598
2019-10-22,4.990000,4.990000,4.950000,4.980000,4.980000,50452935
2019-10-23,4.980000,4.990000,4.960000,4.970000,4.970000,36096613
2019-10-24,4.990000,5.000000,4.970000,4.990000,4.990000,41060092
2019-10-25,5.000000,5.000000,4.970000,5.000000,5.000000,48654519
2019-10-28,4.990000,5.020000,4.980000,5.010000,5.010000,57032525
2019-10-29,5.000000,5.020000,4.990000,4.990000,4.990000,40298109
2019-10-30,4.990000,5.000000,4.960000,4.960000,4.960000,37717034
2019-10-31,4.950000,4.950000,4.890000,4.900000,4.900000,75681848
2019-11-01,4.880000,4.900000,4.860000,4.890000,4.890000,83310319
2019-11-04,4.910000,4.920000,4.890000,4.900000,4.900000,63305955
2019-11-05,4.920000,4.950000,4.890000,4.930000,4.930000,53281679
2019-11-06,4.940000,4.940000,4.920000,4.930000,4.930000,42746400
2019-11-07,4.920000,4.940000,4.910000,4.940000,4.940000,40415418
2019-11-08,4.950000,4.960000,4.900000,4.930000,4.930000,58359294
2019-11-11,4.920000,4.920000,4.860000,4.860000,4.860000,65526404
2019-11-12,4.870000,4.890000,4.850000,4.870000,4.870000,46891810
2019-11-13,4.880000,4.880000,4.850000,4.870000,4.870000,50733934
2019-11-14,4.870000,4.870000,4.850000,4.850000,4.850000,46395112
2019-11-15,4.860000,4.880000,4.840000,4.850000,4.850000,57004044
2019-11-18,4.860000,4.910000,4.850000,4.910000,4.910000,59947684
2019-11-19,4.890000,4.920000,4.880000,4.900000,4.900000,48248486
2019-11-20,4.890000,4.940000,4.880000,4.920000,4.920000,51662351
2019-11-21,4.920000,4.960000,4.900000,4.940000,4.940000,55789494
2019-11-22,4.950000,4.970000,4.930000,4.940000,4.940000,67022030
2019-11-25,4.930000,5.030000,4.930000,5.020000,5.020000,92560881
2019-11-26,5.030000,5.040000,4.990000,5.030000,5.030000,70645173
2019-11-27,5.020000,5.040000,4.990000,5.020000,5.020000,46092880
2019-11-28,5.020000,5.030000,4.990000,5.010000,5.010000,29690653
2019-11-29,5.000000,5.010000,4.960000,4.990000,4.990000,45805196
2019-12-02,4.960000,4.970000,4.930000,4.950000,4.950000,49339106
2019-12-03,4.950000,4.960000,4.910000,4.930000,4.930000,40949871
2019-12-04,4.930000,4.930000,4.900000,4.910000,4.910000,30934732
2019-12-05,4.940000,4.940000,4.910000,4.930000,4.930000,38321215
2019-12-06,4.930000,4.940000,4.900000,4.920000,4.920000,51304224
2019-12-09,4.920000,4.950000,4.910000,4.950000,4.950000,52813386
2019-12-10,4.950000,4.960000,4.930000,4.940000,4.940000,30540815
2019-12-11,4.960000,4.970000,4.950000,4.960000,4.960000,48908272
2019-12-12,4.970000,4.970000,4.950000,4.950000,4.950000,36400343
2019-12-13,4.970000,4.990000,4.960000,4.990000,4.990000,64920657
2019-12-16,5.000000,5.030000,4.980000,5.010000,5.010000,59201767
2019-12-17,5.020000,5.100000,4.990000,5.080000,5.080000,121077924
