Date,Open,High,Low,Close,Adj Close,Volume
2019-06-18,62.000000,62.830002,61.860001,62.590000,62.590000,14097498
2019-06-19,63.680000,65.110001,63.680000,64.379997,64.379997,27449992
2019-06-20,64.699997,66.000000,64.029999,65.510002,65.510002,26479412
2019-06-21,65.400002,66.629997,65.339996,65.900002,65.900002,19274273
2019-06-24,66.410004,66.949997,65.580002,66.059998,66.059998,15776370
2019-06-25,66.129997,67.160004,65.089996,66.029999,66.029999,15884665
2019-06-26,66.199997,66.980003,65.699997,66.500000,66.500000,13042383
2019-06-27,66.339996,67.580002,66.339996,66.900002,66.900002,14611595
2019-06-28,66.900002,66.900002,64.750000,66.000000,66.000000,18928077
2019-07-01,67.000000,68.629997,66.980003,68.230003,68.230003,22234793
2019-07-02,68.000000,70.470001,67.900002,70.209999,70.209999,29629142
2019-07-03,70.000000,70.000000,68.019997,68.370003,68.370003,21941361
2019-07-04,68.370003,68.500000,65.699997,66.110001,66.110001,26537594
2019-07-05,66.349998,67.900002,66.250000,67.400002,67.400002,16737353
2019-07-08,66.669998,67.779999,66.000000,66.500000,66.500000,14792376
2019-07-09,66.940002,67.400002,66.269997,66.480003,66.480003,10145935
2019-07-10,67.059998,68.330002,66.599998,67.410004,67.410004,14331436
2019-07-11,67.699997,67.949997,66.400002,66.660004,66.660004,11491676
2019-07-12,66.489998,67.389999,66.099998,66.449997,66.449997,11345490
2019-07-15,66.889999,67.730003,65.550003,67.379997,67.379997,18226099
2019-07-16,67.199997,67.500000,66.050003,66.059998,66.059998,12206046
2019-07-17,66.110001,66.820000,65.279999,66.239998,66.239998,9418783
2019-07-18,66.099998,66.430000,65.650002,66.019997,66.019997,8908442
2019-07-19,66.500000,67.019997,65.849998,66.019997,66.019997,14734897
2019-07-22,65.989998,67.019997,65.349998,66.540001,66.540001,12089706
2019-07-23,66.540001,66.809998,65.800003,66.050003,66.050003,9537582
2019-07-24,66.419998,66.919998,66.059998,66.599998,66.599998,10810759
2019-07-25,66.589996,66.989998,66.400002,66.720001,66.720001,9320285
2019-07-26,66.449997,67.160004,66.449997,66.820000,66.820000,12043875
2019-07-29,66.820000,67.449997,66.199997,66.650002,66.650002,10460282
2019-07-30,66.750000,67.250000,66.629997,66.959999,66.959999,10035062
2019-07-31,66.400002,66.989998,65.669998,66.940002,66.940002,14649341
2019-08-01,66.599998,67.339996,66.480003,66.730003,66.730003,10449930
2019-08-02,65.730003,66.529999,65.190002,66.040001,66.040001,13784917
2019-08-05,65.699997,65.989998,63.910000,64.099998,64.099998,19605653
2019-08-06,63.000000,65.419998,61.849998,64.739998,64.739998,18362952
2019-08-07,65.000000,65.980003,64.699997,65.500000,65.500000,13890148
2019-08-08,65.879997,66.800003,65.879997,66.660004,66.660004,12191276
2019-08-09,67.080002,67.809998,66.690002,66.879997,66.879997,16416956
2019-08-12,66.730003,67.320000,66.650002,67.250000,67.250000,11206331
2019-08-13,67.250000,67.639999,66.900002,67.059998,67.059998,11763681
2019-08-14,67.589996,69.400002,67.589996,68.690002,68.690002,24288755
2019-08-15,68.050003,69.300003,68.000000,69.000000,69.000000,21533166
2019-08-16,69.000000,69.699997,68.330002,69.120003,69.120003,16998720
2019-08-19,69.510002,72.150002,69.300003,71.940002,71.940002,24732760
2019-08-20,71.949997,72.449997,71.099998,71.959999,71.959999,12914115
2019-08-21,72.199997,72.300003,70.959999,71.709999,71.709999,10997862
